id,"text","author"
id6841,"It was not wonderful that Magdalen should have failed to recognize him when he first appeared in view.","WKL"
id111,"You never said so.","ACD"
id2082,"We passed through the camp and made our way across the trenches and over the ruined heaps of stones which marked the old wall of the town.","ACD"
id465,"It proves, he roared, with a sudden blast of fury, that you are the damnedest imposter in London--a vile, crawling journalist, who has no more science than he has decency in his composition!","ACD"
id185,"McArdle was plunged in thought for some minutes.","ACD"
id940,"Besides, besides—        Why do you hesitate?","ACD"
id5242,"Don't cry any more for poor mamma.","WKL"
id6049,"Still, there she lay--the wife who had loved him, the mother of his child--there she lay.","WKL"
id2766,"I put a lot of powder on my face, so that the skin seemed even whiter than usual.","ACR"
id6351,"Surely, this self-contradictory girl had perversely accomplished one contradiction more, by developing into a character which was out of all harmony with her own Christian name!","WKL"
id6931,"Of course I said: ‘I’ve got the gentleman, and he shall grapple immediately.’—‘Oh heavens!","WKL"
id6636,"I have found the country hereabouts remarkably pretty; I have seen Mrs. Vanstone’s two charming daughters; I have become acquainted with an honored preceptress in Mr. Vanstone’s family.","WKL"
id4993,"Get my writing-case, and the pen and ink, from the cabinet near the window.","WKL"
id3381,"I leant forward on a sudden impulse.","ACR"
id2796,"Having parted with mutual veiled impolitenesses, I walked down Edgware Road (the interview had taken place in a house in St. John’s Wood) and across Hyde Park to St. George’s Hospital.","ACR"
id4151,"‘Story’ recalls to him one of the ‘Lion’ stories he told at dinner.","ACR"
id6297,"Inheriting the dark majestic character of her mother’s beauty, she had yet hardly inherited all its charms.","WKL"
id4002,"Will you recount to me briefly the sad events of Wednesday?","ACR"
id2269,"He had still strength enough to swallow, and the light came back a little to his dim eyes.","ACD"
id1492,"But save for this it was all black, and one could only see the water by the white fringe which curled round the long black nose of our boat.","ACD"
id6245,"The kitchen-maid came next—afflicted with the face-ache, and making no secret of her sufferings.","WKL"
id3073,"Of course you know about the man who was killed in the Tube?","ACR"
id540,"What's that?","ACD"
id1432,"It is true that I was very young when I joined the army, and that the quarter-master was my only teacher, but if you go about the world with your eyes open you cannot help learning a great deal.","ACD"
id5243,"Think of poor papa, and try to comfort him.","WKL"
id2347,"I filled two of these, and approached the door.","ACD"
id4854,"This time the signal was answered.","WKL"
id1302,"Shall I have a cab called?","ACD"
id3754,"I have not been of much use, I fear, he said regretfully.","ACR"
id5388,"The younger was light and florid, with round red cheeks and bright, saucy eyes--a charming little picture of happiness and health.","WKL"
id6474,"Ah!","WKL"
id3621,"For in the middle of the necklace was a great gap.","ACR"
id6254,"The next member of the family who came downstairs was Mr. Andrew Vanstone, the master of the house.","WKL"
id4628,"The old servant hesitated, then added diffidently: Don’t you think, m’m, you’d better get to bed?","ACR"
id4398,"He looked up at my window as he passed, and I recognized him, though he had changed much in the fifteen years that had elapsed since we last met.","ACR"
id3614,"I accompanied him, my heart beating wildly.","ACR"
id2546,"I have seldom seen Papa so angry.","ACR"
id796,"Being himself childless, it was         his openly expressed desire that the whole countryside should,         within his own lifetime, profit by his good fortune, and many         will have personal reasons for bewailing his untimely end.","ACD"
id2207,"It was a narrow and deserted lane, but it opened into a broader road, which was dotted with fires, round which a great number of soldiers and peasants were sleeping.","ACD"
id2973,"Well, I’m inclined to think you’re a little too fond of the word, Miss Beddingfeld.","ACR"
id1973,"The immense city was crowded with a horde of Spaniards--soldiers, peasants, priests--all filled with the most furious hatred of the French, and the most savage determination to perish before they would surrender.","ACD"
id5397,"Lady Lundie is now on her way back to England, for the first time since she left it--I am afraid to say how many years since.","WKL"
id928,"This is a colleague, Watson, after our own heart.","ACD"
id2815,"He glanced at me and then his eyes went on to something behind me, and his face changed.","ACR"
id2485,"A foolish joke.","ACR"
id3759,"In about five minutes Poirot reappeared.","ACR"
id3843,"Lady Yardly, as I felt sure she would, immediately arranges a robbery—and does it very well too!","ACR"
id1247,"What is the use of       troubling Mr. Holmes with trifles of this kind?","ACD"
id6822,"One of these days I shall have the blessed satisfaction of pocketing your guinea, cried the sanguine friend.","WKL"
id5018,"You have been my friend more than my servant.","WKL"
id3700,"He looked half ashamed, half excited.","ACR"
id3327,"And you are not afraid, madame?","ACR"
id2200,"Manuelo!","ACD"
id1880,"What could I do save to lie still and grind my teeth at my own helplessness?","ACD"
id1347,"It has, however, one       obvious disadvantage.","ACD"
id5416,"Before the guest could answer, his attention was claimed by the master of the house.","WKL"
id3606,"We rushed blindly for the door, cannoning into each other in the darkness.","ACR"
id4374,"You’ve no idea!","ACR"
id749,"At last in the             stress of her fear she did that which might have daunted             the bravest or most active man, for by the aid of the             growth of ivy which covered (and still covers) the south             wall she came down from under the eaves, and so homeward             across the moor, there being three leagues betwixt the Hall             and her father’s farm.","ACD"
id6670,"She had lost both her parents while she was still a young woman; and, in course of years, her mother’s family connections (who were then her nearest surviving relatives) had been one after another removed by death.","WKL"
id698,"I presume,       sir, said he at last, that it was not merely for the purpose of       examining my skull that you have done me the honour to call here       last night and again today?","ACD"
id1154,"No, sir, but it might very well come from someone who was       convinced that the business is supernatural.","ACD"
id6122,"Why?","WKL"
id2430,"He smiled and shrugged his shoulders.","ACR"
id5806,"Mr. Vanborough, on his side, stood petrified.","WKL"
id685,"I have heard your name mentioned in       connection with that of your friend.","ACD"
id3635,"It was a piece of silk, and the embroidery was unmistakable.","ACR"
id5182,"Why should he know it?","WKL"
id5334,"They had both, from childhood upward, been close and dear friends at the same school.","WKL"
id14,"Where the real sex feeling begins, timidity and distrust are its companions, heritage from old wicked days when love and violence went often hand in hand.","ACD"
id6081,"He wrote an article which attracted attention in a quarterly review.","WKL"
id4077,"But no—you observed Mrs. Maltravers’ face when she caught sight of this young Black?","ACR"
id5884,"No!","WKL"
id833,"My motive for withholding it from the coroner’s       inquiry is that a man of science shrinks from placing himself in       the public position of seeming to indorse a popular superstition.","ACD"
id2149,"Now I am ready.","ACD"
id3419,"Thank you so much, Mr.——  She hesitated, her hand outstretched.","ACR"
id6024,"Mr. Vanborough gave her his arm and led her to the door.","WKL"
id6416,"Three for Miss Garth.","WKL"
id5877,"Present me!","WKL"
id6571,"His cheeks and chin were in the bluest bloom of smooth shaving; his nose was short Roman; his lips long, thin, and supple, curled up at the corners with a mildly-humorous smile.","WKL"
id3372,"Do sit down, Lady Yardly, I said, drawing forward a chair.","ACR"
id6004,"Mr. Vanborough addressed himself to Lady Jane.","WKL"
id5540,"I find myself, with a great career opening before me, tied to a woman whose relations are (as you well know) the lowest of the low.","WKL"
id3019,"Yes, I said.","ACR"
id4990,"she asked.","WKL"
id1402,"In the three other cases you will be shown a heap of       paper and you will look for this page of the _Times_ among it.","ACD"
